movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon,genre,language,director,writer,actors,keywords
1817,Pet Sematary,1989,1h 43min,R18,eager start afresh young doctor louis creed family -- wife rachel daughter ellie three year old toddler gage move new home small rural town ludlow maine alarmingly close busy highway however inadvertent death cherished tomcat awful accident reluctantly desperate take friendly neighbour advice bury ancient micmac graveyard mystical burial ground imbued alleged reanimating powers despite terrible results insistent warnings recently deceased tragedy stricken choice go back indian cemetery high hopes time things different nevertheless dead truly return grave,https://m.media-amazon.com/images/M/MV5BYjBlNTBhYWQtMzg5Yi00NDA2LWJmMjYtZmM0ODhiYzkwYmY5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/jpjpUOXQZac,False,False,False,Thriller Horror Fantasy,English,MartinRitt,StephenKing,DaleMidkiff DeniseCrosby FredGwynne BradGreenquist MichaelLombard,"Eager to start afresh, the young doctor, Louis Creed, and his family--his wife, Rachel, their daughter, Ellie, and their three-year-old toddler, Gage--move to their new home in the small rural town of Ludlow, Maine, alarmingly close to a busy highway. However, after the inadvertent death of Rachel's cherished tomcat in an awful accident, reluctantly, a desperate Louis will take his friendly neighbour's advice to bury it in an ancient Micmac graveyard: a mystical burial ground imbued with alleged reanimating powers. Now, despite the terrible results and the insistent warnings from a recently deceased, tragedy-stricken Louis has no other choice but to go back to the Indian cemetery, in high hopes that, this time, things will be different. Nevertheless, can the dead truly return from the grave?"
1818,Pet Sematary II,1992,1h 40min,R,horrible electrocution divorced mother freakish film set accident troubled thirteen year old boy jeff matthews father chase move hometown ludlow maine make fresh start however struggles leave bad memories behind friend drew gilbert tells ancient indian burial site otherworldly reanimating powers intent testing loyal dog zowie indeed myth real nevertheless would happen buried beloved dead body graveyard stony soil truly return grave,https://m.media-amazon.com/images/M/MV5BMDczNjdmYjEtN2QyYi00MTIxLTgyNmUtNzRkNzVlM2UyYTQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/IhEcrgXF604,False,False,False,Fantasy Horror,English,MartinRitt,RichardOutten,DarlanneFluegel JaredRushton ClancyBrown EdwardFurlong AnthonyEdwards,"After the horrible electrocution of his divorced mother in a freakish film-set accident, the troubled thirteen-year-old boy, Jeff Matthews, and his father, Chase, move to his hometown of Ludlow, Maine, to make a fresh start. However, as Jeff struggles to leave the bad memories behind him, his only friend, Drew Gilbert, tells him about the ancient Indian burial site with the otherworldly reanimating powers, intent on testing it on his loyal dog, Zowie. Indeed, the myth is real; nevertheless, what would happen if Jeff buried his beloved mother's dead body in the graveyard's stony soil? Can the dead truly return from the grave?"
1819,Children of the Corn II: The Final Sacrifice,1992,1h 32min,R,belated sequel 84 film 8 years first authorities discover mutilated bodies adults secluded town gatlin nebraska children hiding corn enter john garrett terence knox son danny paul scherrer head story get caught mess orphan named micah ryan bollman possessed walks behind rows,https://m.media-amazon.com/images/M/MV5BOGIxYmUyZmUtMDRiOC00ZjdkLThjZmMtOGZmMjYxNTlkMGU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/y0RPGQDiL1E,False,False,False,Horror Thriller,English,DavidMcNally,ALKatz GilbertAdler StephenKing,TerenceKnox PaulScherrer RyanBollman ChristieClark RosalindAllen,"Belated sequel to the '84 film. 8 years after the first, authorities discover the mutilated bodies of adults in the secluded town of Gatlin, Nebraska and children hiding in the corn. Enter John Garrett (Terence Knox) and son Danny (Paul Scherrer) who head for Gatlin on a story and get caught up in this mess when an orphan named Micah (Ryan Bollman) is possessed by He Who Walks Behind The Rows."
1820,Children of the Corn III: Urban Harvest,1995,1h 32min,R,two young gatlin residents orphaned younger brother kills father terror goes urban boys placed custody foster parents point established evil one bought corn seeds along road plants courtyard abandoned warehouse bring walks behind rows city winds possessing high school peers soon older feels called stop,https://m.media-amazon.com/images/M/MV5BNTkzNmMzNmMtZDQ0Ny00YjMwLWE1ZWMtNzI2ZmQzMmJkZGVhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/d94lbKbNHuw,False,False,False,Horror Thriller,English,JamesBridges,DodeB.Levenson MattGreenberg StephenKing,DanielCerny RonMelendez JimMetzler NancyLeeGrahn JonClair,"Two young Gatlin residents are orphaned after the younger brother kills their father. So, the terror of Gatlin goes urban when the two boys are placed in the custody of two foster parents. The younger brother (who by this point is established as the evil one) bought some corn seeds along for the road and plants them in the courtyard of an abandoned warehouse, bring He Who Walks Behind the Rows to the city. He winds up possessing his high school peers, and soon his older brother feels called to stop him."
1821,Christine,1983,1h 50min,PG,1957 detroit red plymouth fury built cause two accidents one fatal still assembly line twenty years later outcast bullied nerd arnold arnie cunningham getting ride best friend dennis guilder sees wrecked car sale garden immediately falls love given name christine first owner brings repair shop despicable darnell works hard restore classic restoration changes personality cocky teenager dates beautiful girl high school leigh cabot soon becomes selfish jealous supernatural kills everyone threat,https://m.media-amazon.com/images/M/MV5BZThhNDQxNzAtOTYzZC00MzZkLWI2YjItOTE2ZjliZDY3NTFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/ieBmy6qjiCI,False,False,False,Horror Thriller,English,JohnBoorman,BillPhillips StephenKing,HarryDeanStanton RobertProsky AlexandraPaul JohnStockwell KeithGordon,"In 1957, in Detroit, a red Plymouth Fury is built and is the cause of two accidents, one of them fatal, still in the assembly line. Twenty-one years later, the outcast and bullied nerd Arnold Arnie Cunningham is getting a ride with his best and only friend Dennis Guilder and he sees the wrecked car for sale in a garden. Arnie immediately falls in love with the car. The car was given the name Christine by its first owner. He brings the car to a repair shop of the despicable Will Darnell and works hard to restore the classic car. While he works in the restoration, he changes his personality to a cocky teenager and he dates the most beautiful girl in the high-school, Leigh Cabot. Soon Arnie becomes selfish and jealous of the supernatural Christine that kills everyone that is a threat to them."
1822,Night Shift,1982,1h 46min,R,nebbish morgue attendant gets shunted back night shift shackled obnoxious neophyte partner dreams one great idea success life takes bizarre turn prostitute neighbour complains loss pimp upon hearing situation suggests fill opening using brothel better judgement talked find boss objections bit entrepreneurship,https://m.media-amazon.com/images/M/MV5BOTFmMmM4Y2EtZDM3NC00NjhlLTkzODItMDk1NmY2NTNiOGU0L2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/Hq6E7x-0YQY,False,False,False,Comedy,English,RonClements,LowellGanz BabalooMandel,HenryWinkler MichaelKeaton ShelleyLong GinaHecht PatCorley,"A nebbish of a morgue attendant gets shunted back to the night shift where he is shackled with an obnoxious neophyte partner who dreams of the one great idea for success. His life takes a bizarre turn when a prostitute neighbour complains about the loss of her pimp. His partner, upon hearing the situation, suggests that they fill that opening themselves using the morgue at night as their brothel. Against his better judgement, he gets talked into the idea, only to find that it's more than his boss that has objections to this bit of entrepreneurship."
1823,House on Haunted Hill,1959,1h 15min,Not Rated,eccentric millionaire fredrick loren 4th wife annabelle invited 5 people house haunted hill party whoever stay one night earn ten thousand dollars progresses guests trapped inside ghosts murderers terrors,https://m.media-amazon.com/images/M/MV5BMmM4YzQxMmYtYTRjMy00MWFjLWFmY2YtZDBiYmI5ZjVlMWQxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.youtube.com/embed/Q1k5xRJayj4,False,False,False,Horror Mystery Crime,English,WilliamCastle,RobbWhite,AlanMarshal RichardLong CarolynCraig VincentPrice CarolOhmart,"Eccentric millionaire Fredrick Loren and his 4th wife, Annabelle, have invited 5 people to the house on Haunted Hill for a haunted House party. Whoever will stay in the house for one night will earn ten thousand dollars each. As the night progresses, all the guests are trapped inside the house with ghosts, murderers, and other terrors."
1824,Airport,1970,2h 17min,G,precursor later epic 1970s disaster films presents 12 hours lives personnel passengers lincoln airport endless problems professional personal thrown various responsible safe proper administration air traffic airline management aviation major us take one severe snowstorm add multiple schedules gone awry elderly trans global airlines stowaway shortages aging meretricious pilot unreasonable peevish spouses manpower issues fuel frozen runways equipment malfunctions get sample obstacles faced weary disgruntled toss long suffering wife several stubborn men office politics romance passenger bomb film 1970,https://m.media-amazon.com/images/M/MV5BOTk5NWJkYjItMjA2MC00NThiLWE4NTctOTFlYjcwOTA1YTM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,https://www.youtube.com/embed/PACKbKt8MOw,False,False,False,Action Drama Thriller,English Italian,HartBochner GeorgeMendeluk,ArthurHailey GeorgeSeaton,BurtLancaster DeanMartin GeorgeKennedy JeanSeberg JacquelineBisset,"This precursor to later epic 1970s disaster films presents 12 hours in the lives of the personnel and passengers at the Lincoln Airport. Endless problems, professional and personal, are thrown at the various personnel responsible for the safe and proper administration of air traffic, airline management, and aviation at a major US airport. Take one severe snowstorm, add multiple schedules gone awry; one elderly Trans Global Airlines stowaway; shortages; an aging, meretricious pilot; unreasonable, peevish spouses; manpower issues, fuel problems, frozen runways; and equipment malfunctions, and you get just a sample of the obstacles faced by weary, disgruntled personnel and passengers at the Lincoln Airport. Toss in one long-suffering pilot's wife, several stubborn men, office politics and romance, and one passenger with a bomb, and you have the film Airport from 1970."
1825,Airport 1975,1974,1h 47min,PG,pilot small aircraft heart attack crashes plane cockpit boeing 747 several members flight crew killed blinded miraculously stays air auto attendant nancy prior controls ground controllers including boyfriend alan murdock try teach basics soon realize get trained first attempt fails realizes meanwhile various passengers problems young girl destined life saving operation,https://m.media-amazon.com/images/M/MV5BNzRjMTkyYTgtN2Q4OC00NTFiLThiMzUtNjcyZjMxMjcyZjEzXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg,https://www.youtube.com/embed/h-l3wzkCwiU,False,False,False,Drama Action Thriller,English,JackConway,ArthurHailey DonIngalls,CharltonHeston KarenBlack GeorgeKennedy EfremZimbalistJr. SusanClark,"When the pilot of a small aircraft has a heart attack and crashes his plane into the cockpit of a Boeing 747, several members of the flight crew are killed and the pilot is blinded. Miraculously, the 747 stays in the air on auto-pilot with flight attendant Nancy Prior at the controls. Ground controllers, including her boyfriend Alan Murdock, try to teach her the basics but they soon realize they will have to get a trained pilot into the cockpit. Their first attempt fails and Murdock realizes he will have to do it. Meanwhile, various passengers have their own problems including a young girl who is destined to a life saving operation."
1826,Airport '77,1977,1h 54min,PG,airplane filled v p invited mr philip steven grand opening art collection florida hijacked trio knock passengers gas try steal priceless cargo treasures everything goes wrong hijackers low flying 747 clips oil rig crashes bermuda triangle remain alive shallow water daring rescue operation planned bring plane without breaking two,https://m.media-amazon.com/images/M/MV5BMzM4OWM1N2UtZTRkZi00NjA4LThiOGUtNDA4ZDc2OTI1YjBkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/gZUkfmBCsrE,False,False,False,Drama Action Thriller,Hungarian English,JeremyKagan,ArthurHailey DavidSpector MichaelScheff,OliviadeHavilland JosephCotten BrendaVaccaro JackLemmon LeeGrant,"An airplane filled with V.I.P.s invited Mr. Philip Steven's grand opening of his art collection in Florida is hijacked when a trio knock out the passengers with gas and try to steal the priceless cargo of art treasures. But everything goes wrong for the hijackers when the low flying 747 clips an oil rig and crashes in the Bermuda Triangle. While the passengers remain alive in the shallow water, a daring rescue operation is planned to bring the plane up without breaking it in two."
1827,Rollercoaster,1977,1h 59min,PG,roller coaster california goes track killing several people safety inspector harry calder recently inspected assigned investigate another amusement park suffers suspicious fire uncovers blackmail plot psychopathic terrorist seems know everything fbi say insists deliver money personally virginia running drop made gets away discovers marked making useless plots get revenge blowing giant new opening day stop,https://m.media-amazon.com/images/M/MV5BODJiOGU4OWYtYTM1ZS00Y2ExLTkwZDMtOWFkYjk3NTViOTY1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/mVSEQHbyL34,False,False,False,Action Thriller Crime Drama,English,JamesEdwardGrant,RichardLevinson WilliamLink SanfordSheldon,GeorgeSegal TimothyBottoms RichardWidmark HenryFonda HarryGuardino,"When a roller coaster in California goes off its track, killing several people, safety inspector Harry Calder, who had recently inspected the coaster, is assigned to investigate. After another amusement park suffers a suspicious fire, Calder uncovers a blackmail plot by a psychopathic terrorist. The terrorist seems to know everything Calder and the FBI say and do, and insists that Calder deliver the blackmail money personally at an amusement park in Virginia. After running Calder all over the park, the money drop is made and the terrorist gets away, but he discovers that the FBI had marked the money, making it useless to him. He plots to get revenge by blowing up a giant new roller coaster on its opening day, and it's up to Calder to stop him."
1828,The Towering Inferno,1974,2h 45min,PG,doug roberts architect returns long vacation find work nearly completed skyscraper goes party night concerned found wiring specifications followed building continues develop short circuits fire begins michael halleran chief duty series daring rescues punctuate terror tall successfully fought ground,https://m.media-amazon.com/images/M/MV5BMjA1N2JlMjItMTExZC00NTIxLWE2YTYtY2ZkM2M5OWM3M2YyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,https://www.youtube.com/embed/lhxWtjTFRxs,False,False,False,Thriller Drama Action,English,JohnFrankenheimer,RichardMartinStern ThomasN.Scortia FrankM.Robinson,PaulNewman SteveMcQueen WilliamHolden FayeDunaway FredAstaire,"Doug Roberts, Architect, returns from a long vacation to find work nearly completed on his skyscraper. He goes to the party that night concerned he's found that his wiring specifications have not been followed and that the building continues to develop short circuits. When the fire begins, Michael O'Halleran is the chief on duty as a series of daring rescues punctuate the terror of a building too tall to have a fire successfully fought from the ground."
1829,Alligator,1980,1h 31min,R,ramon alligator flushed toilet baby grows gargantuan monster eating corpses laboratory animals undergone dubious hormone experiments thus providing ecological social subtext one could possibly wish even normally go films giant alligators people left right center -- inevitable tragic result decision outside world looks rather interesting sewers ....,https://m.media-amazon.com/images/M/MV5BMTUyMWQ0N2ItMDAzOS00OGNlLTgxNDctZTczMzU1YzljNDlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/2QtAPFBdBtU,False,False,False,Thriller Horror Sci-Fi,English,LeslieGoodwins,FrankRayPerilli JohnSayles,SydneyLassick DeanJagger MichaelV.Gazzo RobertForster RobinRiker,"Ramon the alligator is flushed down the toilet as a baby and grows into a gargantuan monster by eating the corpses of laboratory animals who have undergone dubious hormone experiments, thus providing all the ecological and social subtext that one could possibly wish for, even if one doesn't normally go for films about giant alligators eating people left, right, and center--which is the inevitable and tragic result of Ramon's decision that the outside world looks rather more interesting than the sewers...."
1830,Meteor,1979,1h 48min,PG,collision comet nearly five mile eight kilometer wide piece asteroid orpheus heading toward earth hits cause incredible catastrophe probably extinguish mankind stop meteor n wants use illegal nuclear weapon satellite hercules soon discovers enough firepower chance save world join forces u r .  also launched governments agree,https://m.media-amazon.com/images/M/MV5BYzY2ZTZkMTEtYzI1Zi00NjYxLWI1YTAtMDQyNDUyZDg2MWM0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,https://www.youtube.com/embed/RW6jS9bJ5bo,False,False,False,Action Sci-Fi Thriller Drama,Russian English,RonShelton,EdmundH.North StanleyMann,SeanConnery NatalieWood KarlMalden BrianKeith MartinLandau,"After a collision with a comet, a nearly five mile (eight kilometer) wide piece of the asteroid Orpheus is heading toward Earth. If it hits, it will cause an incredible catastrophe which will probably extinguish mankind. To stop the meteor, N.A.S.A. wants to use the illegal nuclear weapon satellite Hercules, but soon discovers that it doesn't have enough firepower. Their only chance to save the world is to join forces with the U.S.S.R., which has also launched such an illegal satellite. But will both governments agree?"
1831,Westworld,1973,1h 28min,PG,amusement park rich vacationers provides customers way live fantasies use robots provide anything want two choose wild west adventure however computer breakdown find stalked rogue robot gunslinger,https://m.media-amazon.com/images/M/MV5BMWY0NzM5MDAtYTg2NC00MDZjLTgwM2UtZjdiOTEzMjQ4MjU0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,https://www.youtube.com/embed/JoUWNBcBKkA,False,False,False,Sci-Fi Western Thriller Action,English,MichaelCaton-Jones,MichaelCrichton,YulBrynner RichardBenjamin JamesBrolin NormanBartold AlanOppenheimer,"An amusement park for rich vacationers, it provides its customers a way to live out their fantasies through the use of robots that provide anything they want. Two of the vacationers choose a wild west adventure. However, after a computer breakdown, they find that they are now being stalked by a rogue robot gunslinger."
1832,Logan's Run,1976,1h 59min,PG,2274 surface seems idyllic society living city within enclosed dome little work humans perform inhabitants free pursue pleasures life one catch however limited reach thirty terminated quasi religious ceremony known carrousel runners try escape fate time comes job sandmen track kill logan michael york man several years termination date thinks nothing soon meeting young woman jessica 6 jenny agutter   ordered become runner infiltrate community outside sanctuary destroy pursued friend francis richard jordan also sandman find way discover beautiful virtually uninhabited world realizes must return tell found set,https://m.media-amazon.com/images/M/MV5BZjFiY2IyMmItNmUwZi00ZGYxLThiZGItMWZiZjE0NGVhNWNmXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,https://www.youtube.com/embed/USADM5Gk9Gs,False,False,False,Sci-Fi Adventure Action,English,MerianC.Cooper,WilliamF.Nolan DavidZelagGoodman GeorgeClaytonJohnson,FarrahFawcett RoscoeLeeBrowne RichardJordan JennyAgutter MichaelYork,"It's 2274, and on the surface, it all seems to be an idyllic society. Living in a city within an enclosed dome, there is little or no work for humans to perform, and inhabitants are free to pursue all of the pleasures of life. There is one catch however: your life is limited and when you reach thirty, it is terminated in a quasi-religious ceremony known as carrousel. Some, known as runners, try to escape their fate when the time comes, and it's the job of Sandmen to track them down and kill them. Logan (Michael York) is such a man, and with several years before his own termination date, thinks nothing of the job he does. Soon after meeting a young woman, Jessica-6 (Jenny Agutter), he is ordered to become a runner and infiltrate a community outside the dome known as Sanctuary and to destroy it. Pursued by his friend Francis (Richard Jordan), also a Sandman, Logan and Jessica find their way to the outside. There, they discover a beautiful, virtually uninhabited world. Logan realizes that he must return to the dome to tell them what he's found and be set free."
1833,Planet of the Apes,1968,1h 52min,G,taylor two astronauts come deep hibernation find ship crashed escaping little clothes landed planet men pre lingual uncivilized apes learned speech technology captured taken city damaging throat silent cannot communicate,https://m.media-amazon.com/images/M/MV5BMTg0NjUwMzg5NF5BMl5BanBnXkFtZTgwNDQ0NjcwMTE@._V1_.jpg,https://www.youtube.com/embed/e2Oy9plxrV4,False,False,False,Adventure Sci-Fi,English,FrankCoraci,PierreBoulle MichaelWilson RodSerling,CharltonHeston RoddyMcDowall KimHunter MauriceEvans JamesWhitmore,Taylor and two other astronauts come out of deep hibernation to find that their ship has crashed. Escaping with little more than clothes they find that they have landed on a planet where men are pre-lingual and uncivilized while apes have learned speech and technology. Taylor is captured and taken to the city of the apes after damaging his throat so that he is silent and cannot communicate with the apes.
1855,Seul contre tous,1998,1h 33min,Not Rated,butcher known noe short film carne done time jail beating guy tried seduce teenage mentally handicapped daughter wants start new life leaves institution moves lille suburbs mistress promised shop lied decides go back paris find,https://m.media-amazon.com/images/M/MV5BMmMyYzRjYjMtYzFkNy00Njc3LWIzOTQtNzIzNzE4YzM4NDNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/njIzTi3MP2M,False,False,False,Crime Drama Thriller,French,GaryGoldman,GasparNoé,PhilippeNahon BlandineLenoir FrankiePain MartineAudrain Zaven,The Butcher (known from Noe's short film Carne) has done some time in jail after beating up the guy who tried to seduce his teenage mentally-handicapped daughter. Now he wants to start a new life. He leaves his daughter in an institution and moves to Lille suburbs with his mistress. She promised him a new butcher shop. She lied. The butcher decides to go back to Paris and find his daughter.
1834,Beneath the Planet of the Apes,1970,1h 35min,G,brent american astronaut part team sent locate missing fellow george taylor following known flight trajectory search rescue crash lands unknown planet much like earth year 3955 survivor initially know landed back future vicinity new york city finds evidence run barbaric race english speaking apes whose mission annihilate human eventually locates humans communicate telepathically live underground prevent detection way want turn protect species figure save circumstances may difficult accomplish battle dominant,https://m.media-amazon.com/images/M/MV5BMjljYjY0MDktZjdlNC00ZTAxLTkzM2ItM2JjZjQ3YzQ0NzJiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,https://www.youtube.com/embed/uMuEnNxX1E8,False,False,False,Adventure Sci-Fi Action,English,TedKotcheff,PaulDehn MortAbrahams PierreBoulle,LindaHarrison MauriceEvans PaulRichards JamesFranciscus KimHunter,"Brent is an American astronaut, part of a team sent to locate missing fellow American astronaut, George Taylor. Following Taylor's known flight trajectory, the search and rescue team crash lands on an unknown planet much like Earth in the year 3955, with Brent being the only survivor of the team. What Brent initially does not know, much like Taylor didn't initially know when he landed here before Brent, is that he has landed back on Earth in the future, in the vicinity of what was New York City. Brent finds evidence that Taylor has been on the planet. In Brent's search for Taylor, he finds that the planet is run by a barbaric race of English speaking apes, whose mission is in part to annihilate the human race. Brent eventually locates some of those humans, who communicate telepathically and who live underground to prevent detection by the apes. These humans, who are in their own way as barbaric as the apes, want in turn to protect their species. Brent has to figure out a way to save himself under the circumstances, which may be more difficult to accomplish in the battle between the dominant species on this planet."
1835,Battle for the Planet of the Apes,1973,1h 33min,G,conquering oppressive humans conquest planet apes caesar must keep peace among gorilla general aldo views things differently tries cause ape civil war meantime human survivors learn city decide want take back civilization thus setting stage warring factions,https://m.media-amazon.com/images/M/MV5BNWRlYjU3ODYtNzAzZS00YWE5LTkxZTEtYjM1YzIwZTlhMWQ2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/H6VDA3bzihM,False,False,False,Sci-Fi Action,English,IshirôHonda,PaulDehn PierreBoulle JohnWilliamCorrington,RoddyMcDowall ClaudeAkins NatalieTrundy SevernDarden LewAyres,"After conquering the oppressive humans in Conquest for the Planet of the Apes, Caesar must now keep the peace among the humans and apes. Gorilla General Aldo views things differently, and tries to cause an ape civil war. In the meantime, other human survivors learn of the ape city, and decide they want to take back civilization for themselves, thus setting the stage of warring ape factions and humans."
1836,Conquest of the Planet of the Apes,1972,1h 28min,G,cornelius zira son caesar leads apes revolution installment saga dogs cats wiped plague household pets treated like slaves intelligence fight oppression,https://m.media-amazon.com/images/M/MV5BNzliNDU3OWYtODg2Zi00OGI3LWExOTgtOTk2NGM2NGY2Y2M0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,https://www.youtube.com/embed/eau3RoxGN8E,False,False,False,Action Sci-Fi,English,IshirôHonda,PaulDehn PierreBoulle,RoddyMcDowall DonMurray RicardoMontalban NatalieTrundy SevernDarden,Cornelius and Zira's son Caesar leads apes to revolution in this installment of the apes saga. Dogs and cats have been wiped out by a plague and now apes are household pets that are treated like slaves. Caesar has the intelligence to fight this oppression.
1837,Escape from the Planet of the Apes,1971,1h 38min,G,following events beneath planet apes cornelius zira flee back time 20th century los angeles face fear persecution similar taylor brent suffered future discover origins stream shape world,https://m.media-amazon.com/images/M/MV5BNWE5NTQ4ZDQtNjUyMC00NjA3LTk1NTctNmRkYTUyMTFmYTI1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/t4OQqg-oL2M,False,False,False,Sci-Fi Action,English,DonBluth,PaulDehn PierreBoulle,NatalieTrundy BradfordDillman EricBraeden RoddyMcDowall KimHunter,"Following the events in Beneath the Planet of the Apes, Cornelius and Zira flee back through time to 20th Century Los Angeles, where they face fear and persecution similar to what Taylor and Brent suffered in the future, and discover the origins of the stream of events that will shape their world."
1838,Avalanche,1978,1h 31min,PG,vacationers winter wonderland struggle survive avalanche snow crashes ski resort holiday turns game survival,https://m.media-amazon.com/images/M/MV5BNzBjNDAwOTUtNzhkOC00MWFmLTlmZmUtYTMxMzBiNzhlMTkyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/klcAwujWHwY,False,False,False,Drama Action,English,ClaudeBerri,CoreyAllen FrancesDoel GavinLambert,RockHudson MiaFarrow RobertForster JeanetteNolan RickMoses,The vacationers at a winter wonderland struggle to survive after an avalanche of snow crashes into their ski resort. Their holiday then turns into a game of survival.
1839,Earthquake,1974,2h 2min,PG,construction engineer stuart graff estranged jealously possessive wife remy affair denise marshall widow co worker meanwhile tries persuade father sam royce employer use influence stop seeing rogue policeman lew slade suspended l p punched obtuse officer another jurisdiction embittered contemplates quitting police force jody perverted grocery store manager lusts rosa amici sister sal assistant miles quade aspiring daredevil motor cyclist lives people devastated major earthquake rips los angeles reduces city ruins,https://m.media-amazon.com/images/M/MV5BN2MzYTFiOTUtNTE3Mi00MTlkLWJmMjctZWU3N2Y5OGMwY2JhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/yV88FanNJlU,False,False,False,Drama Action Thriller,English,MarkMalone,GeorgeFox MarioPuzo,CharltonHeston AvaGardner GeorgeKennedy LorneGreene GenevièveBujold,"Construction Engineer Stuart Graff is estranged from his jealously possessive wife, Remy, and has an affair with Denise Marshall, the widow of a co-worker. Meanwhile, Remy tries to persuade her father, Sam Royce, who is Stuart's employer, to use his influence to stop Stuart from seeing Denise. Rogue policeman Lew Slade is suspended from the L.A.P.D. for having punched an obtuse officer from another jurisdiction. Embittered, Slade contemplates quitting the police force. Jody, a perverted grocery store manager, lusts after Rosa Amici, sister of Sal, the assistant to Miles Quade, an aspiring daredevil motor cyclist. The lives of all these people are devastated when a major earthquake rips through Los Angeles and reduces the city to ruins."
1840,The Concorde... Airport '79,1979,1h 53min,PG,last film airport series ends fast sst supersonic transport ; concorde joe patroni george kennedy murray deal nuclear missiles fired speed bird actual british atc name passenger board carrying documents bring titan large military contractor order prevent ceo tries arrange plane mid air destructoon using french force patsy impression bringing compromised,https://m.media-amazon.com/images/M/MV5BMDg5YjM0NGEtY2MzNy00ZjBjLWFjYjQtZDM0N2I3OGE0MmFiXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/BdwoWbBduxw,False,False,False,Action Thriller Drama,Spanish English French,DavidFrankel,JenningsLang EricRoth ArthurHailey,SylviaKristel GeorgeKennedy RobertWagner AlainDelon SusanBlakely,"This last film in the 'Airport 'series ends fast - with an SST (supersonic transport); Concorde. Joe Patroni (George Kennedy) Murray deal with nuclear missiles being fired at the'speed-bird' (the actual British Concorde's ATC name) as a passenger on-board is carrying documents which can bring down the titan of a large military contractor, and in order to prevent this, the CEO tries to arrange for the plane's mid-air destructoon, using the French air force as a patsy.who are under the impression they're bringing down a compromised plane."
1841,Beyond the Poseidon Adventure,1979,1h 54min,PG,poseidon adventure 1972   ship got flipped tidal wave drifts bottom sea passengers still board waiting rescued two rivalling salvage parties enter search money gold small amount plutonium,https://m.media-amazon.com/images/M/MV5BY2I4NjVhOTYtOWMyYS00NWMwLTkwZWItYTEzYWUwNWU4ZmJkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/blqnqn5Gmw8,False,False,False,Adventure Action,English,IanMacNaughton,PaulGallico NelsonGidding,MichaelCaine SallyField TellySavalas PeterBoyle JackWarden,"After The Poseidon Adventure (1972), in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While there are passengers still on-board waiting to be rescued, two rivalling salvage parties enter the ship on search for money, gold, and a small amount of plutonium."
