,movie_id,title,year,length,age_guide,description,poster,trailer_url,is_deleted,is_in_cinema,is_coming_soon
1079,1068,Crash,1996,1h 40min,NC-17,"Since a road accident left him with serious facial and bodily scarring, a former TV scientist has become obsessed by the marriage of motor-car technology with what he sees as the raw sexuality of car-crash victims. The scientist, along with a crash victim he has recently befriended, sets about performing a series of sexual acts in a variety of motor vehicles, either with other crash victims or with prostitutes whom they contort into the shape of trapped corpses. Ultimately, the scientist craves a suicidal union of blood, semen, and engine coolant, a union with which he becomes dangerously obsessed.",https://m.media-amazon.com/images/M/MV5BZjlhMDBlNDQtMjZkZi00NzJmLWI4MTgtZDdkMzZmZDcyZGNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/x_ABJM8XesQ,False,False,False
1080,1069,The Daytrippers,1996,1h 27min,R,"Eliza D'Amico thinks her marriage to Louis is going great until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo, and Jo's boyfriend all pile into a station wagon to go into the city to confront Louis with the letter. On the way, the five explore their relationships with one another and meet many interesting people.",https://m.media-amazon.com/images/M/MV5BNTJhMGM4ODItNzk3MS00MmMxLTgyZmEtNGEwNDNhOTAwYzc0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,https://www.youtube.com/embed/IwiIg5rW9wE,False,False,False
1081,1070,Liar Liar,1997,1h 26min,PG-13,"Fletcher Reede, a fast talking attorney, habitual liar, and divorced father is an incredibly successful lawyer who has built his career by lying. He has a habit of giving precedence to his job and always breaking promises to be with his young son Max, but Fletcher lets Max down once too often, for missing his own son's birthday party. But until then at 8:15 Max has decided to make an honest man out of him as he wishes for one whole day his dad couldn't tell a lie. When the wish comes true all Fletcher can do is tell the truth and cannot tell one lie. Uh-oh for Fletcher Reede.",https://m.media-amazon.com/images/M/MV5BYjZlYmJjYWYtZDM0NS00YmZlLWIyMTAtMDY5ZTNjZTgwMDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/C1no75lpOiw,False,False,False
1082,1071,Selena,1997,2h 7min,PG,The film tells the story of the life of Mexican Tejano style singer Selena Quintanilla-Perez and the progress of her career resulting in her No. 1 US album.,https://m.media-amazon.com/images/M/MV5BZjc4NzM0NTgtZTAwYy00ZjUzLWIyMDAtNzkwMDIxYTViOWNmXkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_.jpg,https://www.youtube.com/embed/eKmbPwZLqYc,False,False,False
1083,1072,The Devil's Own,1997,1h 51min,R,"A thriller about an IRA gunman who draws an American family into the crossfire of terrorism. Frankie McGuire is one of the IRA's deadliest assassins. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, force Frankie to choose between the promise of peace or a lifetime of murder.",https://m.media-amazon.com/images/M/MV5BMTYzMDA1OTc4OF5BMl5BanBnXkFtZTgwODc2MzkyMTE@._V1_.jpg,https://www.youtube.com/embed/6IBlMoVIC9A,False,False,False
1084,1073,Cats Don't Dance,1997,1h 15min,G,"Danny is a cat leaving his small town home for the big time in Hollywood. He comes in hoping to sing and dance his way into stardom, not knowing that animals can only be extras, and if he forgets his place, child starlet Darla Dimple and her musclehead butler Max have ways of reminding him.",https://m.media-amazon.com/images/M/MV5BYjEyNmY0NDItOGZiMS00NjE2LTg5OTItNTRjMzZjMjI5OTUxXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/J4SLVwTzjGI,False,False,False
1085,1074,B*A*P*S,1997,1h 31min,PG-13,"Nisi and Mickey are girlfriends who work as waitresses. To get the necessary money for opening their dream restaurant they fly to California to audition for a music video. There Nisi is asked by the nephew of Mr.Blakemore's (who is video director) to act for a week as granddaughter of Lily, Mr.Blakemores one true love, whom he lost long ago and couldn't pursue because she was his family's housekeeper. They revive Blakemore's interest for life, and he teaches them to be Black American Princesses in return.",https://m.media-amazon.com/images/M/MV5BYTMxY2ZjZmQtZTc1MC00ZTBhLTg1MTQtNjhmODQ1OWE4NjBjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/cHPpnwYVV8s,False,False,False
1086,1075,Turbo: A Power Rangers Movie,1997,1h 39min,PG,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",https://m.media-amazon.com/images/M/MV5BMzAxMDA0MGUtMWJjYy00YWNlLTk1NmEtNTM5Y2FjYjMzNjM5XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg,https://www.youtube.com/embed/NA8LYE7afBM,False,False,False
1087,1076,Double Team,1997,1h 33min,R,"Counterterrorist officer, Jack Quinn misses his target, Stavros, on the eve of his final mission. From there, he is sent to the colon;y; a rebirth for presumed-dead assassins. He breaks free from there, and seeks the aid of Yaz, a weapons dealer, for his final battle with Stavros.",https://m.media-amazon.com/images/M/MV5BMTEzZTczYjctOGY4Zi00MjFhLWJlMDctZjBiMWU2MDYwZTQ5XkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_.jpg,https://www.youtube.com/embed/S3qxgFbThIU,False,False,False
1088,1077,Inventing the Abbotts,1997,1h 50min,PG,"Set in the 1950s, Inventing the Abbotts is a dramatic look at the life of two boys from the wrong side of the tracks and their interaction with the three daughters of local aristocrat Lloyd Abbott. The boys, Jacey and Doug Holt, have only three things in common: their family, table tennis and chasing the beautiful Abbott sisters. Their father, a reckless risk-taker, lost his life through a wager with Lloyd Abbott, his then business partner.",https://m.media-amazon.com/images/M/MV5BZTY0YWM0MDgtYjE2Yi00ZWExLWE0M2MtN2U3YzRjMWNjMjExXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,https://www.youtube.com/embed/41N7G1gZSes,False,False,False
1089,1078,Anaconda,1997,1h 29min,PG-13,"When a documentary crew traveling through the Amazon jungle, picks up a stranded man, they are unaware of the trouble that will occur. This stranger's hobby is to capture the giant Anaconda snake, and plans to continue targeting it on their boat, by any means necessary.",https://m.media-amazon.com/images/M/MV5BZDc4ODcyNWMtMzI2Zi00YzcwLWE4ZTUtYWM3OWI1MTgwYTc1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/eZBd836tTfk,False,False,False
1090,1079,Grosse Pointe Blank,1997,1h 47min,R,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to muff a couple of routine assignments. On the advice of his secretary and his psychiatrist, he attends his 10th year High School reunion in Grosse Pointe, Michigan (a Detroit suburb where he's also contracted to kill someone). Hot on his tail are a couple of over-enthusiastic federal agents, another assassin who wants to kill him, and Grocer, an assassin who wants him to join an Assassin's Union.",https://m.media-amazon.com/images/M/MV5BMmRhYTg0N2QtMWZhMS00OWQwLTk1ZmEtMmUyMTY0NTE4YWUwXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_.jpg,https://www.youtube.com/embed/IJ7AXKWmWOg,False,False,False
1091,1080,8 Heads in a Duffel Bag,1997,1h 35min,R,"This is a very black comedy. A mob courier is hired to transport the heads of eight murder victims to a mob boss. However, the duffel bag gets mixed up with the bag of a college student who is off on a vacation in Mexico with his girlfriend and her parents. However, the mother is a recovering alcoholic whom everyone believes is delusional when she claims to have found heads.",https://m.media-amazon.com/images/M/MV5BMWQyOTZhYmUtZTE3NC00MTg5LWE3YzAtNjI0YmFlOWYwZGM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/l59Ps8fyQ0s,False,False,False
1092,1081,Paradise Road,1997,2h 2min,R,"The group of women from different countries and social levels are prisoners in a Japanese POW camp, where one of them, Adrienne, who is a graduate of the Royal Academy of Music, organizes a vocal band in spite of their guards resistance.",https://m.media-amazon.com/images/M/MV5BYWQ4OGI0YjEtOGFhYS00NmY4LTk0YjAtZTlkN2QxMjUyZjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,https://www.youtube.com/embed/3C4Khj5D7lI,False,False,False
1093,1082,Traveller,1997,1h 41min,R,"A young man, Pat, visits the clan of gypsy-like grifters in rural North Carolina who belong to the nomadic ethnic group known as Irish Travellers and from whom he is descended. Pat is at first rejected but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life.",https://m.media-amazon.com/images/M/MV5BMjExMTE2MDcxNF5BMl5BanBnXkFtZTcwMTU4NjkxMQ@@._V1_.jpg,https://www.youtube.com/embed/9dOZyrzR7R0,False,False,False
1094,1083,Romy and Michele's High School Reunion,1997,1h 32min,R,"Romy and Michele have been through it all, including being tortured by the Popular crowd when in high school. When they receive word of a 10 year reunion, they come to realize their lives aren't as impressive as they'd like them to be. Instead of staying home they go to the reunion with business outfits, cell phones, and one heck of a bogus success story.",https://m.media-amazon.com/images/M/MV5BMWJlOGZjNWMtMWU0Yy00ZjJiLWE5YTQtYWRmNmVkY2MzNjY3XkEyXkFqcGdeQXVyNjA4NTIyOTE@._V1_.jpg,https://www.youtube.com/embed/iYPnUrREbRg,False,False,False
1095,1084,Volcano,1997,1h 44min,PG-13,"Something unspeakably chilling is ultimately starting to heat up at The City of Los Angeles! Beneath the famed La Brea Tar Pits, a raging volcano has formed, raining a storm of deadly fire bombs and an endless tide of white-hot lava upon the stunned city!",https://m.media-amazon.com/images/M/MV5BY2I2MTFiOWMtY2YzOC00MTZjLTg0NWUtMmZjZWJlZDYwZDZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,https://www.youtube.com/embed/M320q7FEjQY,False,False,False
1096,1085,Children of the Revolution,1996,1h 41min,R,Few knew that Stalin spent his last night in the arms of a young Australian woman. Few still knew that their love-child brought Australia to the brink of civil war. Until now ...,https://m.media-amazon.com/images/M/MV5BMjA3ODI2MDU5Nl5BMl5BanBnXkFtZTcwMzUyNTQyMQ@@._V1_.jpg,https://www.youtube.com/embed/VYtklkIQOqQ,False,False,False
1097,1086,Austin Powers: International Man of Mystery,1997,1h 34min,PG-13,"Austin Powers is a 60's spy who is cryonically frozen and released in the 1990's. The world is a very different place for Powers. Unfortunately for Austin, everyone is no longer sex-mad. Although he may be in a different decade, his mission is still the same. He has teamed up with Vanessa Kensington to stop the evil Dr. Evil, who was also frozen in the past. Dr. Evil stole a nuclear weapon and is demanding a payment of (when he realises its the 90's) 100 billion dollars. Can Austin Powers stop this madman? or will he caught up with Evil's henchman, with names like Alotta Fagina and Random Task? Only time will tell!",https://m.media-amazon.com/images/M/MV5BMWUwMmEwY2QtMGZmZC00ZDVjLTg1NDgtMmI0MmZmYmM4NGIxXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,https://www.youtube.com/embed/JCSMpRHcNuM,False,False,False
1098,1087,Breakdown,1997,1h 33min,R,"Jeff and Amy Taylor are moving to California and must drive across the country. When they find themselves stranded in the middle of a desert with hardly anyone or anything around, their trip comes to a sudden halt. Amy had taken a ride with a friendly trucker to a small diner to call for help, but after a long time, Jeff becomes worried. He finds that no one in the diner has seen or heard from his wife. When he finds the trucker who gave Amy the ride, the trucker swears he has never seen her. Now Jeff must attempt to find his wife, who has been kidnapped and is being held for ransom. But who can he trust?",https://m.media-amazon.com/images/M/MV5BNjQ5MThkYzMtOTAyMC00YWIxLTg1MWEtMGRiZmFiYWJjNTUyXkEyXkFqcGdeQXVyMDEwMjgxNg@@._V1_.jpg,https://www.youtube.com/embed/ECIc4pX8zKA,False,False,False
1099,1088,"Truth or Consequences, N.M.",1997,1h 46min,R,"A drug deal goes wrong causing a foursome, led by a lunatic killer, to go on the run. A couple in a recreational vehicle are initially kidnapped, but soon the male hostage is emulating his kidnappers and wants to stay involved in the chase.",https://m.media-amazon.com/images/M/MV5BMTc5ZGJhMGMtOTlhYS00MGU4LWFjMTUtYTIwNGY4YTNlYmZmXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,https://www.youtube.com/embed/2gxjyajlMKU,False,False,False
1100,1089,Warriors of Virtue,1997,2h 11min,PG,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",https://m.media-amazon.com/images/M/MV5BMTUzOTg4MzM5MV5BMl5BanBnXkFtZTcwNzIwNTc3NA@@._V1_.jpg,https://www.youtube.com/embed/-4STNypFBh0,False,False,False
1101,1090,Fathers' Day,1997,1h 38min,PG-13,"Jack Lawrence is a smart aleck lawyer who is one day visited by an ex-girlfriend who tells him her kid was his. Enter Dale Putley, a depressed goofball who is also a writer, meets with the same ex-girlfriend who tells him her kid is his. One day Jack and Dale meet and discover what had happened: they've been told the same story and now there's a question of who the real father is. They learn their son is following a rock band called Sugar Ray around. So Jack and Dale hit the road to Sacramento and find their drunk, love-struck son. Soon after they bring him back to their hotel room, their son escapes and Jack and Dale must use teamwork to find him again, bring him home, and find out which one of them is the real father.",https://m.media-amazon.com/images/M/MV5BYjI1NThiZGItOTAzYi00NWVmLThlMjktZjAyMTRjNWM0YWY1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/fBwwYHSogdE,False,False,False
1102,1101,Trial and Error,1997,1h 38min,PG-13,"Lawyer Charlie Tuttle is defending his wife's relative Benny Gibbs in a class action fraud suit, but when he gets to the city where court takes place, he gets drunk and the following day, when the hearings begin, his friend, actor Richard Rjetti takes his place posing as Charlie. The bad thing is that Richard doesn't know anything about being a lawyer, and Charlie has to teach him as the court goes on.",https://m.media-amazon.com/images/M/MV5BNmY0NzM2ZTQtODZjOS00NGNmLWI5NWQtYzczZTk2NTM1YzIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,https://www.youtube.com/embed/4DMkNYxCyKA,False,False,False
1103,2949,Morbius,2022,,R12,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",https://assets.voxcinemas.com/posters/P_HO00008776.jpg,https://www.youtube.com/embed/oZ6iiRrz1SY?rel=0&amp;showinfo=0&amp;hd=1&amp;enablejsapi=1,False,False,True
1104,1091,The Fifth Element,1997,2h 6min,PG-13,"In the twenty-third century, the universe is threatened by evil. The only hope for mankind is the Fifth Element, who comes to Earth every five thousand years to protect the humans with four stones of the four elements: fire, water, Earth and air. A Mondoshawan spacecraft is bringing The Fifth Element back to Earth but it is destroyed by the evil Mangalores. However, a team of scientists use the DNA of the remains of the Fifth Element to rebuild the perfect being called Leeloo. She escapes from the laboratory and stumbles upon the taxi driver and former elite commando Major Korben Dallas that helps her to escape from the police. Leeloo tells him that she must meet Father Vito Cornelius to accomplish her mission. Meanwhile, the Evil uses the greedy and cruel Jean-Baptiste Emanuel Zorg and a team of mercenary Mangalores to retrieve the stones and avoid the protection of Leeloo. But the skilled Korben Dallas has fallen in love with Leeloo and decides to help her to retrieve the stones.",https://m.media-amazon.com/images/M/MV5BZWFjYmZmZGQtYzg4YS00ZGE5LTgwYzAtZmQwZjQ2NDliMGVmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,https://www.youtube.com/embed/7-9mTiBawSM,False,False,False
1105,1092,Nowhere,1997,1h 22min,R,"A group of teenagers try to sort out their lives and emotions while bizarre experiences happen to each one, including alien abductions, bad acid trips, bisexual experiences, suicides, bizarre deaths, and a rape by a TV star. All of this happens before the greatest party of the year.",https://m.media-amazon.com/images/M/MV5BN2UwZGE3YmMtYzI1MS00MTcxLWFmNDItOGQ4NmVlMDMxN2RjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/-h3x929gmmI,False,False,False
1106,1093,Losing Chase,1996,1h 33min,R,"Chase Phillips (Dame Helen Mirren), a lifetime resident of Martha's Vineyard, married Richard (Beau Bridges), and like the area, grew into the upper middle class. Her distaste for artificiality leads her to a wild breakdown, and Richard dutifully tries to restore their family unit as best he knows how by hiring a Mother's Helper, Elizabeth (Kyra Sedgwick). Chase is broken, and wickedly caustic towards Elizabeth, until they discover each other's similarities. A strong relationship develops, affecting their personal and familial salvation, and destruction.",https://m.media-amazon.com/images/M/MV5BMTMwODE4MjE1MF5BMl5BanBnXkFtZTcwMTI5MzUxMQ@@._V1_.jpg,https://www.youtube.com/embed/h8T9ng5sZ08,False,False,False
1107,1094,Sprung,1997,1h 45min,R,"Two pairs of best friends - Montel & Clyde and Brandy & Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out that she's been fooled, she becomes Clyde's worst enemy. Meanwhile Montel and Brandy fall in love and plan to marry, and Adina and Clyde try to do everything to stop them.",https://m.media-amazon.com/images/M/MV5BMzM5MDgyNzIxNV5BMl5BanBnXkFtZTcwNjg0NTc0MQ@@._V1_.jpg,https://www.youtube.com/embed/E9nUpeIX7Do,False,False,False
1108,1095,Shall we dansu?,1996,2h 16min,PG,"Shohei Sugiyama has attained all that he has wanted in life. But he is still depressed and unhappy. One day, he gathers up the courage to sign up for dancing lessons. He hopes they will rid his depression and help him get his life back together.",https://m.media-amazon.com/images/M/MV5BYjg3Mjk4M2QtODY2NC00NDk5LWFiNDctZTIwYzJjYzNlZWI3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/9rcecBuySJ4,False,False,False
1109,1096,Addicted to Love,1997,1h 40min,R,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover. What Sam does not count on is being joined several weeks later by ultra hip tomboy Maggie, a photographer and motor-cyclist who is determined to get revenge on Anton, her ex-fiance. Hostile at first, the two of them eventually join forces in an attempt to separate the couple, and ruin Anton's life. However, complications ensue when Sam and Maggie start falling for each other.",https://m.media-amazon.com/images/M/MV5BMGEwY2I5NmUtYmVlNi00YmNiLThkZWMtZTYwZWFmOWRkZTI1XkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,https://www.youtube.com/embed/cGqJY4hyRfo,False,False,False
1110,1097,Brassed Off,1996,1h 48min,R,"In existence for a hundred years, Grimley Colliery Brass band is as old as the mine. But the miners are now deciding whether to fight to keep the pit open, and the future for town and band looks bleak. Although the arrival of flugelhorn player Gloria injects some life into the players, and bandleader Danny continues to exhort them to continue in the national competition, frictions and pressures are all too evident. And whose side is Gloria actually on?",https://m.media-amazon.com/images/M/MV5BY2Y5NDU2MmYtOGZiYy00MTAyLTgyYTctZGU2YjQ0YzQ3NDllXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,https://www.youtube.com/embed/_b4zPoleN28,False,False,False
1111,1098,The Lost World: Jurassic Park,1997,2h 9min,PG-13,"A research team is sent to an island eighty-seven miles away from the previous home of Jurassic Park, to document and photograph the now liberated dinosaurs. However, InGen the BioEngineering company has sent another larger team to the same island to catch, sedate, and transport some dinosaurs to San Diego where they will be used in a new Jurassic Park location. But life always finds a way. Will both teams return to the mainland with successful findings? Or will another tragedy occur?",https://m.media-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,https://www.youtube.com/embed/vtfwgaHD5_w,False,False,False
1112,1099,Schizopolis,1996,1h 36min,Not Rated,"Fletcher Munson is a lethargic, passive worker for a Scientology-like self-help corporation called Eventualism. After the death of a colleague, he is promoted to the job of writing speeches for T. Azimuth Schwitters, the founder and head of the group. He uses this as an excuse to be emotionally and romantically distant from his wife, who, he discovers, is having an affair with his doppelganger, a dentist named Dr. Jeffrey Korchek. As Munson fumbles with the speech and Korchek becomes obsessed with a new patient, a psychotic exterminator named Elmo Oxygen goes around the town seducing lonely wives and taking photographs of his genitals.",https://m.media-amazon.com/images/M/MV5BNTIwMTY2NDM1OF5BMl5BanBnXkFtZTYwNjc0Mzc5._V1_.jpg,https://www.youtube.com/embed/f2E7ArARdaE,False,False,False
1113,1100,Rough Magic,1995,1h 45min,PG-13,"Set in the 1950s, Rough Magic tells the story of what happens when a pretty apprentice magician goes to Mexico to escape her fiancé, a wealthy politician, and to find a Mayan shaman who will teach her ancient principles of magic. She is being trailed by a detective hired by her fiancé. He's a former photojournalist traumatized by what he saw in Hiroshima. The photojournalist joins her in the search for the Mayan shaman, and falls in love with her; the feeling is not reciprocated. When she finds the shaman, she drinks a potion which empowers her to do magic. The potion has life-changing effects on her and her relationship with her companion. They have strange experiences which are brought about by magic.",https://m.media-amazon.com/images/M/MV5BMTBhZWIzYmQtYWIwZi00ZGI0LWI0ZmEtNjA5NjhlODJmNzg3XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,https://www.youtube.com/embed/owEh5L1DzwM,False,False,False
1114,1102,Con Air,1997,1h 55min,R,"Cameron Poe, a highly decorated Army Ranger, comes home to Alabama to his wife Tricia, only to run into a few drunken regulars at the bar where she works. Cameron accidentally kills one of the drunks, and is sent to a federal penitentiary for involuntary manslaughter for seven years. He becomes eligible for parole and can now go home to his wife and daughter. Unfortunately, Cameron has to share a prison airplane with some of the country's most dangerous criminals, who take control of the plane and are now planning to escape the country. Cameron has to find a way to stop them while playing along. Meanwhile, United States Marshal Vince Larkin is trying to help Cameron get free and stop the criminals, led by Cyrus The Virus Grissom.",https://m.media-amazon.com/images/M/MV5BMGZmNGIxMTYtMmVjMy00YzhkLWIyOTktNTExZGFiYjNiNzdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/Olvpk5BXWCI,False,False,False
1115,1103,The Pillow Book,1996,2h 6min,Not Rated,"As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from The Pillow Book, the diary of a 10th-century lady-in-waiting. Nagiko grows up, obsessed with books, papers, and writing on bodies, and her sexual odyssey (and the creation of her own Pillow Book) is a parfait mélange of classical Japanese, modern Chinese, and Western film images.",https://m.media-amazon.com/images/M/MV5BY2Y0MjZlZjQtNGUyNS00ODI4LWEyZmUtYTM5MDhkNTM0NGU1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_.jpg,https://www.youtube.com/embed/z4I75Rvb0zo,False,False,False
1116,1104,Speed 2: Cruise Control,1997,2h 1min,PG-13,"Annie Porter, the woman who was held on a bus with a bomb attached to it that will go off if it slows down. She dated the cop who saved her but broke up with him because he was constantly putting his life in danger. She would then date a guy named Alex who is also a cop but told her that he does a mundane assignment. But she eventually learns that he works for the same unit that the other guy worked for and is also addicted to danger. She wants to break up with but he surprises her with a cruise. She agrees to go. And he's planning to propose to her. But when he notices another passenger act peculiar, he can't help but try to find out what's up with him. He's Geiger, a computer man who designed the ship's systems, who was fired. He then takes over the ship's systems and sets it on a course that will send it into a tanker. Alex tries to stop him.",https://m.media-amazon.com/images/M/MV5BOTRlOTQ0MzItZjUwYi00MDkwLWIwYTctZTgyNGY3OGQwZWViXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,https://www.youtube.com/embed/tRAxg_8HAsc,False,False,False
1117,1105,Batman & Robin,1997,2h 5min,G,"Batman and Robin are back working side-by-side to stop the villains of Gotham City, but is there tension appearing between them, especially when one villainess who calls herself Poison Ivy can make anyone fall in love with her...literally. Along with Poison Ivy, the icy Mr. Freeze is freezing anything which gets in his way from achieving his goal.",https://m.media-amazon.com/images/M/MV5BMGQ5YTM1NmMtYmIxYy00N2VmLWJhZTYtN2EwYTY3MWFhOTczXkEyXkFqcGdeQXVyNTA2NTI0MTY@._V1_.jpg,https://www.youtube.com/embed/YH9ju47g4x0,False,False,False
1118,1106,Roseanna's Grave,1997,1h 38min,PG-13,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",https://m.media-amazon.com/images/M/MV5BYmZhNzUwMGEtMjM1MC00MjY0LThmZjctYWJlZTM4ODdlOWI4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,https://www.youtube.com/embed/_fgp09yxrKI,False,False,False
1119,1107,Hercules,1997,1h 33min,G,"Hercules, son of the Greek God, Zeus, is turned into a half-god, half-mortal by evil Hades, God of the Underworld, who plans to overthrow Zeus. Hercules is raised on Earth and retains his god-like strength, but when he discovers his immortal heritage Zeus tells him that to return to Mount Olympus he must become a true hero. Hercules becomes a famous hero with the help of his friend Pegasus and his personal trainer, Phil the satyr. Hercules battles monsters, Hades and the Titans, but it is his self-sacrifice to rescue his love Meg which makes him a true hero.",https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg,https://www.youtube.com/embed/UT5mRId7qUQ,False,False,False
1120,1108,My Best Friend's Wedding,1997,1h 45min,PG-13,"A woman who, by a promise made years earlier, is supposed to marry her best friend in three weeks, even though she doesn't want to. When she finds out that he's marrying someone else, she becomes jealous and tries to break off the wedding.",https://m.media-amazon.com/images/M/MV5BY2I4OGQ5ODAtY2Q4YS00YWMwLWFjYzYtMjBhODFjNTNkYzAxXkEyXkFqcGdeQXVyNjYyMTYxMzk@._V1_.jpg,https://www.youtube.com/embed/p5r92GgKizY,False,False,False
1121,1109,Tetsuo II: Body Hammer,1992,1h 23min,R,"Three years after the Metal Fetishist's nightmarish transformation in Tetsuo (1989), the ordinary salaryman, Taniguchi Tomoo, sees his world crumble when fanatic metal-worshipping skinheads abduct his only son. Forced to unleash his dormant destructive power, Tomoo will finally embrace the cathartic effect of the ultimate metamorphosis, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of hard metal and soft tissue. Who dares to stand in the way of the ultimate body-hammer?",https://m.media-amazon.com/images/M/MV5BNDFmMjAwYWEtYjk1YS00NzMxLTg0NGYtNjkwMjI1NjY2MTBlXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg,https://www.youtube.com/embed/PowBNgdRAGQ,False,False,False
1122,1110,Chacun cherche son chat,1996,1h 31min,R,"Chloe, a young woman, is going on holidays. She entrusts her beloved cat to Madame Renée's care. But one day Madame Renée (an old lady of the neighborhood) can not find the cat. Chloe starts searching the neighborhood... This is the pretext for the exploration of a quarter of Paris and his inhabitants.",https://m.media-amazon.com/images/M/MV5BMTY5MzU5NzA2MV5BMl5BanBnXkFtZTYwMzA3NTg3._V1_.jpg,https://www.youtube.com/embed/F95VjML_PHI,False,False,False
1123,1111,Le mépris,1963,1h 43min,Not Rated,"Paul Javal is a writer who is hired to make a script for a new movie about Ulysses more commercial, which is to be directed by Fritz Lang and produced by Jeremy Prokosch. But because he let his wife Camille drive with Prokosch and he is late, she believes, he uses her as a sort of present for Prokosch to get get a better payment. So the relationship ends.",https://m.media-amazon.com/images/M/MV5BMGNhNjYxYmUtMGI5Zi00N2MxLTkzYTctYjEyNWQ1YTk4MTc0XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_.jpg,https://www.youtube.com/embed/rF0Ju0ONwGU,False,False,False
