,movie_id,actor_id,role
8431,1710,148,Mrs. Esme Cordelia Hoggett
8432,1710,4266,Babe
8433,1710,2361,Fugly Floom
8434,1710,147,Farmer Arthur Hoggett
8435,1710,4468,The Landlady
8436,1711,2752,Mrs. Jackson
8437,1711,3304,Angus Montier
8438,1711,1482,Beatrice Lever
8439,1711,402,Dorian Montier
8440,1711,630,Sally Jackson
8441,1712,4469,Jerry Farrelly
8442,1712,4470,Angel
8443,1712,105,Troy Davenport
8444,1712,4471,Connie
8445,1712,4472,Mel Riley
8446,1713,1463,Kyle Fisher
8447,1713,1160,Laura Garrety
8448,1713,4473,Charles Moore
8449,1713,310,Robert Boyd
8450,1713,1268,Adam Berkow
8451,1714,2413,Norman Bates
8452,1714,481,Marion Crane
8453,1714,108,Lila Crane
8454,1714,567,Sam Loomis
8455,1714,261,Milton Arbogast
8456,1715,2383,Mari Hoff
8457,1715,4474,LV
8458,1715,2855,Ray Say
8459,1715,1021,Billy
8460,1715,4475,George
8461,1716,4476,Lou
8462,1716,63,Sarah
8463,1716,4477,Tom Butler
8464,1716,532,Hank
8465,1716,2962,Jacob
8466,1717,1169,Jack Frost
8467,1717,2996,Gabby Frost
8468,1717,3431,Charlie Frost
8469,1717,3266,Mac MacArthur
8470,1717,4478,Tuck Gronic
8471,1718,1056,Picard
8472,1718,1058,Riker
8473,1718,1059,Data
8474,1718,2955,Geordi La Forge
8475,1718,2956,Worf
8476,1719,114,Aaron
8477,1719,267,Miriam
8478,1719,137,Tzipporah
8479,1719,28,Moses
8480,1719,691,Rameses
8481,1720,4479,Max Fischer
8482,1720,1861,Herman Blume
8483,1720,3351,Rosemary Cross
8484,1720,1751,Bert Fischer
8485,1720,2288,Dr. Nelson Guggenheim
8486,1721,1615,Viola De Lesseps
8487,1721,1857,Will Shakespeare
8488,1721,2957,Philip Henslowe
8489,1721,80,Hugh Fennyman
8490,1721,4480,Lambert
8491,1722,2456,Susan Walker
8492,1722,2191,Judge Henry X. Harper
8493,1722,4481,Fred Gailey
8494,1722,2319,Doris Walker
8495,1722,4172,Kris Kringle
8496,1723,4482,Patch
8497,1723,1271,B.Z.
8498,1723,3361,Santa Claus
8499,1723,15,Ancient Elf
8500,1723,4483,Anya Claus
8501,1724,611,Orel Benton
8502,1724,2893,Aunt Sarah
8503,1724,4484,Mr. Stewart
8504,1724,1504,John Riggs
8505,1724,1237,Mrs. McFarland
8506,1725,415,Preacher
8507,1725,1669,Hull Barret
8508,1725,1216,Sarah Wheeler
8509,1725,4485,Megan Wheeler
8510,1725,2469,Josh LaHood
8511,1726,107,Rambo
8512,1726,493,Trautman
8513,1726,4486,Murdock
8514,1726,297,Podovsky
8515,1726,2888,Co
8516,1727,4487,Kern
8517,1727,493,Trautman
8518,1727,4488,Galt
8519,1727,107,Rambo
8520,1727,1074,Teasle
8521,1728,107,Rambo
8522,1728,493,Trautman
8523,1728,4489,Zaysen
8524,1728,1258,Griggs
8525,1728,4490,Masoud
8526,1729,51,Jack
8527,1729,1474,Joan
8528,1729,99,Ralph
8529,1729,4490,Omar
8530,1729,4491,Jewel
8531,1730,4493,Juan
8532,1730,4492,Ira
8533,1730,99,Ralph
8534,1730,51,Jack Colton
8535,1730,1474,Joan Wilder
8536,1731,4494,Art Selwyn
8537,1731,2993,Ben Luckett
8538,1731,3005,Joe Finley
8539,1731,1074,Walter
8540,1731,4495,Bernie Lefkowitz
8541,1732,4494,Art Selwyn
8542,1732,2993,Ben Luckett
8543,1732,1105,Sara
8544,1732,3005,Joe Finley
8545,1732,4495,Bernie Lefkowitz
8546,1733,414,Apollo Creed
8547,1733,15,Mickey
8548,1733,3669,Adrian
8549,1733,107,Rocky Balboa
8550,1733,2892,Paulie
8551,1734,107,Rocky Balboa
8552,1734,3669,Adrian
8553,1734,2892,Paulie
8554,1734,414,Apollo Creed
8555,1734,15,Mickey Goldmill
8556,1735,414,Apollo Creed
8557,1735,2892,Paulie
8558,1735,4452,Ludmilla
8559,1735,107,Rocky Balboa
8560,1735,3669,Adrian
8561,1736,107,Rocky
8562,1736,3669,Adrian
8563,1736,2892,Paulie
8564,1736,4496,Rocky Jr.
8565,1736,15,Mickey
8566,1737,2525,Mrs. Peacock
8567,1737,420,Wadsworth
8568,1737,912,Mrs. White
8569,1737,335,Professor Plum
8570,1737,1225,Mr. Green
8571,1738,127,Mrs. Dribb
8572,1738,1312,Professor Rathe
8573,1738,4498,Elizabeth Hardy
8574,1738,3320,John Watson
8575,1738,4497,Sherlock Holmes
8576,1739,4499,Thornton Melon
8577,1739,4500,Dr. Diane Turner
8578,1739,2892,Lou
8579,1739,4501,Jason Melon
8580,1739,184,Derek Lutz
8581,1740,3150,Vera
8582,1740,792,Richard
8583,1740,500,Julie
8584,1740,416,Rachel
8585,1740,320,Mark
8586,1741,1,David Basner
8587,1741,4502,Max Basner
8588,1741,2046,Lorraine Basner
8589,1741,804,Charlie Gargas
8590,1741,1733,Andrew Woolridge
8591,1742,909,Marjorie
8592,1742,1228,Joe
8593,1742,1123,Patricia
8594,1742,1822,Terry
8595,1742,4503,Officer Sudow
8596,1743,4504,Kreese
8597,1743,117,Ali
8598,1743,4505,Lucille
8599,1743,4012,Daniel
8600,1743,1293,Miyagi
8601,1744,1293,Miyagi
8602,1744,4012,Daniel
8603,1744,4506,Referee
8604,1744,4507,Announcer
8605,1744,4508,Bystander
8606,1745,4012,Daniel
8607,1745,1293,Mr. Miyagi
8608,1745,4509,Jessica Andrews
8609,1745,3225,Terry Silver
8610,1745,4504,Kreese
8611,1746,3516,Rusty
8612,1746,292,Audrey
8613,1746,3067,Ellen
8614,1746,908,Clark
8615,1747,1,Joe Fox
8616,1747,188,Kathleen Kelly
8617,1747,33,Frank Navasky
8618,1747,657,Patricia Eden
8619,1747,4510,Birdie Conrad
8620,1748,3025,Martin Cahill
8621,1748,1311,Noel Curley
8622,1748,3337,Gary
8623,1748,4511,Frances
8624,1748,4512,Tina
8625,1749,2400,Witts Mother
8626,1749,4514,Pvt. Tella
8627,1749,4513,Pvt. Witt
8628,1749,157,1st Sgt. Welsh
8629,1749,1141,Lt. Col. Tall
8630,1750,4515,Delilah Profitt
8631,1750,4516,Stokely Stokes Mitchell
8632,1750,4517,Marybeth Louise Hutchinson
8633,1750,3994,Zeke Tyler
8634,1750,4518,Stan Rosado
8635,1751,528,Garth
8636,1751,740,Strasser
8637,1751,410,Harry Ruben
8638,1751,532,Gregg OHara
8639,1751,2287,Jill Young
8640,1752,4519,Jill Young
8641,1752,2342,Gregg
8642,1752,4440,Max OHara
8643,1752,4520,
8644,1752,3627,Windy
8645,1753,6,Patch Adams
8646,1753,4521,Truman
8647,1753,3428,Carin
8648,1753,1787,Mitch
8649,1753,91,Dean Walcott
8650,1754,3190,Anna Harrison
8651,1754,68,Luke Harrison
8652,1754,4522,Ben Harrison
8653,1754,375,Isabel Kelly
8654,1754,156,Jackie Harrison
8655,1755,100,Jan Schlichtmann
8656,1755,674,Jerome Facher
8657,1755,1506,Anne Anderson
8658,1755,2275,Kevin Conway
8659,1755,261,James Gordon
8660,1756,1470,Lady Hester
8661,1756,1661,Arabella
8662,1756,1310,Mary
8663,1756,1688,Elsa
8664,1756,1238,Georgie
8665,1757,4523,Lady Queensberry
8666,1757,3120,Constance Wilde
8667,1757,1778,Oscar Wilde
8668,1757,396,Lord Alfred Douglas
8669,1757,894,Lady Speranza Wilde
8670,1758,3354,Odell Parks
8671,1758,553,Wit Roy
8672,1758,1257,Marcy Duggan Rice
8673,1758,410,Alan Defaux
8674,1758,1266,Earlene Demers
8675,1759,4524,Jill Whitehouse
8676,1759,1864,Glen Whitehouse
8677,1759,4525,Gordon LaRiviere
8678,1759,1141,Wade Whitehouse
8679,1759,1848,Margie Fogg
8680,1760,4526,Reverend
8681,1760,3433,Rosie
8682,1760,76,Mel
8683,1760,124,Sid
8684,1760,1880,Bobbie
8685,1761,2417,Pete Calder
8686,1761,93,Big Boy Matson
8687,1761,471,Mona Birk
8688,1761,4527,Little Boy Matson
8689,1761,4528,Levi Gomez
8690,1762,4530,Kiffer Finzi
8691,1762,1382,Derek Du Pré
8692,1762,2951,Jackie Du Pré
8693,1762,1096,Hilary Du Pré
8694,1762,4529,Daniel Barenboim
8695,1763,3558,Meredith
8696,1763,200,Mildred
8697,1763,583,Paul
8698,1763,2485,Roger
8699,1763,592,Joan
8700,1764,28,Virgil Adamson
8701,1764,223,Amy Benic
8702,1764,2484,Jennie Adamson
8703,1764,59,Duncan Allanbrook
8704,1764,814,Dr. Charles Aaron
8705,1765,887,Paul Cooper
8706,1765,895,Detective Jack Kay
8707,1765,184,Vivian Thompson
8708,1765,52,Claire Cooper
8709,1765,4531,Rebecca Cooper
8710,1766,4532,Mox
8711,1766,29,Coach Kilmer
8712,1766,3439,Lance Harbor
8713,1766,4533,Billy Bob
8714,1766,4534,Tweeter
8715,1767,2982,Nadia
8716,1767,295,Steve Baker
8717,1767,4535,J.W. Woods Jr.
8718,1767,1189,Kit Foster
8719,1767,779,Captain Robert Everton
8720,1768,4060,Captain Manzini
8721,1768,3002,Dodger
8722,1768,4536,Greaser Greg
8723,1768,4537,Tangerine
8724,1768,4538,Juice
8725,1769,2780,Beverly Switzler
8726,1769,805,Dr. Walter Jenning
8727,1769,853,Phil Blumburtt
8728,1769,4539,Howard T. Duck
8729,1769,4540,Howard T. Duck
8730,1770,1595,Lori Lee
8731,1770,4542,Terrence Terry Chandler
8732,1770,4543,Linda Lee
8733,1770,1114,Glen
8734,1770,4541,Al
8735,1771,4544,Milly
8736,1771,3362,Eric
8737,1771,1184,Charlene
8738,1771,4545,Louis
8739,1771,4546,Mrs. Sherman
8740,1772,4547,Andre Delambre
8741,1772,4548,Helene Delambre
8742,1772,2167,François Delambre
8743,1772,2126,Insp. Charas
8744,1772,4064,Emma
8745,1773,4551,Dr. Cheevers
8746,1773,4550,Tawny
8747,1773,69,Veronica Quaife
8748,1773,114,Seth Brundle
8749,1773,4549,Stathis Borans
8750,1774,301,Martin Brundle
8751,1774,4552,Beth Logan
8752,1774,4553,Anton Bartok
8753,1774,4549,Stathis Borans
8754,1774,4554,Dr. Shepard
8755,1775,464,Snake
8756,1775,20,Ray Hughes
8757,1775,809,Danny Costanzo
8758,1775,4555,Det. Frank Sigliano
8759,1775,4556,Anna Costanzo
8760,1776,3988,Norman Kane
8761,1776,1143,Michael Carlino
8762,1776,550,Frank Dooley
8763,1776,188,Maggie Cavanaugh
8764,1776,4382,Captain Clarence OConnell
8765,1777,4560,Franklin
8766,1777,4559,Jerry
8767,1777,4561,Kirk
8768,1777,4557,Sally
8769,1777,4558,Hitchhiker
8770,1778,725,Lieutenant Lefty Enright
8771,1778,4562,Vanita Stretch Brock
8772,1778,4563,Cook
8773,1778,4564,Chop-Top
8774,1778,4565,Leatherface
8775,1779,4569,Ryan
8776,1779,4568,Leatherface
8777,1779,567,Tex
8778,1779,4566,Michelle
8779,1779,4567,Benny
8780,1780,1591,Jenny
8781,1780,757,Vilmer
8782,1780,4570,Leatherface Slaughter
8783,1780,4571,Darla
8784,1780,4572,W.E. Slaughter
8785,1781,1903,Barbara Stone
8786,1781,99,Sam Stone
8787,1781,1014,Ken Kessler
8788,1781,1376,Sandy Kessler
8789,1781,4573,Carol
8790,1782,4577,Tim Hainey
8791,1782,4576,Leslie Graham
8792,1782,4578,Angie Weinbauer
8793,1782,4574,Eddie Weinbauer
8794,1782,4575,Sammi Curr
8795,1783,4579,Paul
8796,1783,1138,Samantha
8797,1783,4580,Tom
8798,1783,1467,Jeannie
8799,1783,4581,Elvira
8800,1784,583,William von Baskerville
8801,1784,310,Adso von Melk
8802,1784,4582,Remigio de Varagine
8803,1784,4583,Severinus
8804,1784,4584,Der Abt
8805,1785,4083,Liz Carlson
8806,1785,1616,Cynthia
8807,1785,35,Jeremy Talbot
8808,1785,755,Terry Doolittle
8809,1785,4585,Marty Phillips
8810,1786,1474,Peggy Sue
8811,1786,116,Charlie Bodell
8812,1786,4586,Richard Norvik
8813,1786,3782,Carol Heath
8814,1786,67,Maddy Nagle
8815,1787,1763,Mick Crocodile Dundee
8816,1787,1071,Sue Charlton
8817,1787,3021,Walter Reilly
8818,1787,3019,Neville Bell
8819,1787,4587,Con
8820,1788,4589,Donk
8821,1788,4588,Charlie
8822,1788,3021,Walter Reilly
8823,1788,1071,Sue Charlton
8824,1788,1763,Mick Crocodile Dundee
8825,1789,2708,Harry Doyle
8826,1789,2337,Archie Long
8827,1789,236,Deke Yablonski
8828,1789,4590,Belle
8829,1789,1448,Richie Evans
8830,1790,171,Professor Banks
8831,1790,4089,Gordon Bloomfeld
8832,1790,4592,Whitney Dunbar
8833,1790,4011,Mark Watson
8834,1790,4591,Sarah Walker
8835,1791,927,Eddie
8836,1791,856,Vincent
8837,1791,703,Carmen
8838,1791,2913,Janelle
8839,1791,558,Julian
8840,1792,2985,Harry Mitchell
8841,1792,13,Barbara Mitchell
8842,1792,4593,Doreen
8843,1792,1213,Alan Raimy
8844,1792,4594,Leo Franks
8845,1793,4595,Staff Sgt. Webster
8846,1793,713,Major Malcolm Powers
8847,1793,2938,Little Mary
8848,1793,415,Gunnery Sergent
8849,1793,2508,Aggie
8850,1794,21,Lucky Day
8851,1794,908,Dusty Bottoms
8852,1794,23,Ned Nederlander
8853,1794,4493,El Guapo
8854,1794,3228,Jefe
8855,1795,74,Gloria
8856,1795,4596,Nicky
8857,1795,651,Kevin
8858,1795,556,Diane
8859,1795,1388,Ruby
8860,1796,4601,Liam
8861,1796,4600,Maggie
8862,1796,4599,Shanks
8863,1796,4597,Joe Kavanagh
8864,1796,4598,Sarah Downie
8865,1797,2475,Tony Costello
8866,1797,421,Hughie
8867,1797,3017,Les Wickes
8868,1797,2382,David Beano Baggot
8869,1797,3271,Ray Simms
8870,1798,4602,Cura
8871,1798,4603,Cavan
8872,1798,4604,José María
8873,1798,4605,Rosario
8874,1798,4606,Mina
8875,1799,4607,Taylor Vaughan
8876,1799,3439,Dean Sampson
8877,1799,594,Brock Hudson
8878,1799,1102,Laney Boggs
8879,1799,3277,Zack Siler
8880,1800,1144,Grace Santos
8881,1800,2386,Madeline Labelle
8882,1800,3681,Joan Marshall
8883,1800,793,Margo Lynn
8884,1800,4608,Eddie Diaz
8885,1801,4612,Sid French
8886,1801,4611,Frank Priolo
8887,1801,4613,Mike Carbuyer
8888,1801,4609,Victor Drub
8889,1801,4610,Mechanic
8890,1802,4614,Mark Lewis
8891,1802,4158,Helen Stephens
8892,1802,4615,Vivian
8893,1802,4616,Mrs. Stephens
8894,1802,4617,Dora
8895,1803,208,Porter
8896,1803,4618,Val Resnick
8897,1803,4277,Rosie
8898,1803,410,Arthur Stegman
8899,1803,4619,Det. Hicks
8900,1804,4342,Jonathan Bendel
8901,1804,3542,Lois McNally
8902,1804,4620,Nolan Traynor
8903,1804,3275,Amanda Shelton
8904,1804,112,Tom Bartlett
8905,1805,4621,Myles
8906,1805,4622,Elisabeth
8907,1805,4623,The Agent
8908,1805,608,
8909,1805,4624,
8910,1806,4625,Robert Biberti
8911,1806,4626,Roman Cycowski
8912,1806,4627,Harry Frommermann
8913,1806,4628,Erich A. Collin
8914,1806,4629,Ari Leschnikoff
8915,1807,4633,Adult Terr - Narrator
8916,1807,4632,Master Sinh
8917,1807,4631,Young Terr
8918,1807,1802,Adult Terr - Narrator
8919,1807,4630,Tiwa
8920,1808,1224,Adam
8921,1808,165,Eve
8922,1808,334,Calvin
8923,1808,1848,Helen
8924,1808,1683,Troy
8925,1809,723,Garret
8926,1809,323,Theresa
8927,1809,927,Dodge
8928,1809,359,Johnny Land
8929,1809,198,Lina
8930,1810,5,Coleye
8931,1810,697,Lizzie
8932,1810,2256,Brace Channing
8933,1810,792,Tim OHara
8934,1810,335,Uncle Martin
8935,1811,579,Courtney
8936,1811,4289,Julie Freeman
8937,1811,4634,Marcie Fox
8938,1811,4635,Cheerleader #1
8939,1811,4636,Brenda
8940,1812,4638,Quentin
8941,1812,1366,Miss Riley
8942,1812,4639,Roy Lee
8943,1812,4637,Homer Hickam
8944,1812,96,John Hickam
8945,1813,2415,Peter
8946,1813,1879,Joanna
8947,1813,4640,Michael Bolton
8948,1813,4641,Samir
8949,1813,1236,Lawrence
8950,1814,637,Bartender
8951,1814,197,Tom
8952,1814,1866,Disco Cabbie
8953,1814,1904,Dave
8954,1814,4642,Cheryl
8955,1815,1600,Dino Velvet
8956,1815,327,Eddie Poole
8957,1815,3396,Longdale
8958,1815,116,Tom Welles
8959,1815,196,Max California
8960,1816,4643,Philip Marlowe
8961,1816,4644,Eileen Wade
8962,1816,1813,Roger Wade
8963,1816,4645,Marty Augustine
8964,1816,4066,Dr. Verringer
8965,1817,4646,Louis Creed
8966,1817,4647,Rachel Creed
8967,1817,4325,Jud Crandall
8968,1817,4648,Victor Pascow
8969,1817,4649,Irwin Goldman
8970,1818,4556,Renee Hallow
8971,1818,4650,Clyde Parker
8972,1818,1018,Gus Gilbert
8973,1818,439,Jeff Matthews
8974,1818,2485,Chase Matthews
8975,1819,4651,Garrett
8976,1819,4652,Danny
8977,1819,479,Micah
8978,1819,4653,Lacey
8979,1819,4654,Angela
8980,1820,4655,Eli
8981,1820,4656,Joshua
8982,1820,4657,William
8983,1820,4658,Alice
8984,1820,4659,Malcom
8985,1821,497,Junkins
8986,1821,158,Darnell
8987,1821,4660,Leigh
8988,1821,3256,Dennis
8989,1821,4501,Arnie
8990,1822,4362,Chuck Lumley
8991,1822,1169,Bill Blazejowski
8992,1822,1551,Belinda Keaton
8993,1822,4661,Charlotte Koogle
8994,1822,4662,Edward Koogle
8995,1823,4665,Dr. David Trent
8996,1823,4664,Lance Schroeder
8997,1823,4666,Nora Manning
8998,1823,2167,Frederick Loren
8999,1823,4663,Annabelle Loren
9000,1824,2708,Mel Bakersfeld
9001,1824,4667,Vernon Demerest
9002,1824,1166,Patroni
9003,1824,4668,Tanya Livingston
9004,1824,4243,Gwen Meighen
9005,1825,1882,Alan Murdock
9006,1825,2491,Nancy Pryor
9007,1825,1166,Joe Patroni
9008,1825,4669,Captain Stacy
9009,1825,2295,Helen Patroni
9010,1826,2157,Emily Livingston
9011,1826,2040,Nicholas St. Downs III
9012,1826,3665,Eve Clayton
9013,1826,12,Don Gallagher
9014,1826,1730,Karen Wallace
9015,1827,474,Harry Calder
9016,1827,4670,Young Man
9017,1827,4671,Hoyt
9018,1827,2501,Simon Davenport
9019,1827,4672,Keefer
9020,1828,927,Doug Roberts
9021,1828,2766,Chief OHalloran
9022,1828,1586,Jim Duncan
9023,1828,363,Susan
9024,1828,2018,Harlee Claiborne
9025,1829,4676,Gutchel
9026,1829,4675,Slade
9027,1829,4674,Chief Clark
9028,1829,3354,David
9029,1829,4673,Marisa
9030,1830,583,Paul Bradley
9031,1830,2456,Tatiana Donskaya
9032,1830,2324,Harry Sherwood
9033,1830,2320,Dr. Dubov
9034,1830,401,General Adlon
9035,1831,4677,Gunslinger
9036,1831,4678,Peter Martin
9037,1831,2896,John Blane
9038,1831,4679,Medieval Knight
9039,1831,4680,Chief Supervisor
9040,1832,909,Holly
9041,1832,352,Box
9042,1832,4681,Francis
9043,1832,2871,Jessica
9044,1832,3127,Logan
9045,1833,1882,George Taylor
9046,1833,2335,Cornelius
9047,1833,2488,Zira
9048,1833,4112,Dr. Zaius
9049,1833,1973,President of the Assembly
9050,1834,4683,Nova
9051,1834,4112,Dr. Zaius
9052,1834,4684,Mendez
9053,1834,4682,Brent
9054,1834,2488,Zira
9055,1835,2335,Caesar
9056,1835,4685,Aldo
9057,1835,4686,Lisa
9058,1835,4687,Kolp
9059,1835,3603,Mandemus
9060,1836,2335,Caesar
9061,1836,4688,Breck
9062,1836,4689,Armando
9063,1836,4686,Lisa
9064,1836,4687,Kolp
9065,1837,4686,Dr. Stephanie Branton
9066,1837,4690,Dr. Lewis Dixon
9067,1837,4691,Dr. Otto Hasslein
9068,1837,2335,Cornelius
9069,1837,2488,Zira
9070,1838,2180,David Shelby
9071,1838,664,Caroline Brace
9072,1838,3354,Nick Thorne
9073,1838,3970,Florence Shelby
9074,1838,4692,Bruce Scott
9075,1839,1882,Graff
9076,1839,4693,Remy
9077,1839,1166,Slade
9078,1839,4694,Royce
9079,1839,1895,Denise
9080,1840,4696,Isabelle
9081,1840,1166,Capt. Joe Patroni
9082,1840,3128,Dr. Kevin Harrison
9083,1840,1672,Capt. Paul Metrand
9084,1840,4695,Maggie Whelan
9085,1841,2855,Captain Mike Turner
9086,1841,253,Celeste Whitman
9087,1841,4697,Captain Stefan Svevo
9088,1841,1090,Frank Mazzetti
9089,1841,1091,Harold Meredith
9090,1842,27,Paul Vitti
9091,1842,809,Dr. Ben Sobel
9092,1842,3123,Laura MacNamara Sobel
9093,1842,219,Primo Sidone
9094,1842,4698,50s Gangster
9095,1843,4700,Jack
9096,1843,2271,Schabacker
9097,1843,4699,Henry Lee
9098,1843,1679,Danny Wallace
9099,1843,2668,Nick Chen
9100,1844,3275,Kathryn Merteuil
9101,1844,3276,Sebastian Valmont
9102,1844,1680,Annette Hargrove
9103,1844,4701,Cecile Caldwell
9104,1844,1910,Helen Rosemond
9105,1845,4704,Bacon
9106,1845,4703,Eddy
9107,1845,1995,Winston
9108,1845,3269,Tom
9109,1845,4702,Soap
9110,1846,137,Beth
9111,1846,1836,Pat
9112,1846,755,Candy
9113,1846,4705,Vincent 
9114,1846,4706,Vincent 
9115,1847,4707,Rachel Lang
9116,1847,1288,Jesse Ryan
9117,1847,4708,Mark
9118,1847,1877,Barbara Lang
9119,1847,1643,Sue Snell
9120,1848,3149,Commodore James Paladin Taggart
9121,1848,769,Lt. Cdr. Angel Deveraux
9122,1848,606,Cdr. Paul Gerald
9123,1848,3277,Lt. Christopher Blair
9124,1848,594,Lt. Todd Maniac Marshall
9125,1849,1644,Eleanor Lance
9126,1849,4709,Theodora
9127,1849,4710,Dr. John Markway
9128,1849,3651,Luke Sanderson
9129,1849,4711,Mrs. Sanderson
9130,1850,574,Beverly
9131,1850,1895,Claire
9132,1850,4712,Cary
9133,1850,4713,Danuta
9134,1850,3442,Laura
9135,1851,1485,Mrs. Dingle
9136,1851,1177,Mr. Dingle
9137,1851,4716,Eddie
9138,1851,4714,Johnny
9139,1851,4715,Missy McCloud
9140,1852,2112,Gordon Zellaby
9141,1852,4717,Anthea Zellaby
9142,1852,4718,Major Alan Bernard
9143,1852,4719,Doctor Willers
9144,1852,4720,General Leighton
9145,1853,4721,Dr. Tom Llewellyn
9146,1853,4722,Dr. David Neville
9147,1853,4723,Susan Eliot
9148,1853,4724,Colin Webster
9149,1853,4725,Diana Looran
9150,1854,1646,Lenny
9151,1854,58,Dan
9152,1854,1341,Robin
9153,1854,335,Heep
9154,1854,1474,Elena
9155,1855,4726,Le Boucher
9156,1855,4727,Sa Fille
9157,1855,4728,Sa Maitresse
9158,1855,4729,Sa Belle-Mere
9159,1855,4730,LHomme a la Morale
9160,1856,1172,Alan
9161,1856,3097,Bridget
9162,1856,710,Virginia
9163,1856,267,Sarah
9164,1856,637,Ben
9165,1857,1066,Anna Leonowens
9166,1857,4731,The King of Siam
9167,1857,4732,Anna Leonowens
9168,1857,3106,The Kralahome
9169,1857,4733,Master Little
9170,1858,1110,Capt. John Boyd
9171,1858,959,Col. Ives
9172,1858,2418,Pvt. Cleaves
9173,1858,1534,Pvt. Toffler
9174,1858,805,Col. Hart
9175,1859,76,Alan Mann
9176,1859,4734,Bonnie Beechum
9177,1859,268,Bob Findley
9178,1859,415,Steve Everett
9179,1859,560,Frank Louis Beechum
9180,1860,4735,Emma
9181,1860,4736,Luna
9182,1860,4737,Angel
9183,1860,4738,Marie
9184,1860,4739,Schwarz
9185,1861,4740,Veronica Franco
9186,1861,155,Marco Venier
9187,1861,1397,Maffio Venier
9188,1861,1168,Domenico Venier
9189,1861,1049,Giulia De Lezze
9190,1862,4742,Lady Thiang
9191,1862,4741,Kralahome
9192,1862,3652,Tuptim
9193,1862,4677,King Mongkut of Siam
9194,1862,2132,Anna Leonowens
9195,1863,4743,Doug Funnie
9196,1863,4744,Skeeter
9197,1863,4745,Roger Klotz
9198,1863,4746,Patti Mayonnaise
9199,1863,1561,Herman Melville
9200,1864,757,Ed
9201,1864,3475,Shari
9202,1864,4747,Keith
9203,1864,4748,Wife
9204,1864,4749,Felicia
9205,1865,313,Billy
9206,1865,101,Greer
9207,1865,1137,Linc
9208,1865,3059,Pete
9209,1865,872,Julie
9210,1866,1359,Raymond Ray
9211,1866,1096,Gerry
9212,1866,4750,Steven Steve
9213,1866,4751,Shovel
9214,1866,3213,Bob
9215,1867,1428,Alison Kantrowitz
9216,1867,4752,Daniel Kantrowitz
9217,1867,4753,Lillian Kantrowitz
9218,1867,1844,Pearl Kantrowitz
9219,1867,567,Walker Jerome
9220,1868,600,Neo
9221,1868,863,Morpheus
9222,1868,4754,Trinity
9223,1868,1109,Agent Smith
9224,1868,4755,Oracle
9225,1869,4756,Patrick Verona
9226,1869,4757,Kat Stratford
9227,1869,326,Cameron James
9228,1869,1103,Bianca Stratford
9229,1869,1016,Michael Eckman
9230,1870,4761,Carlos Nebbia
9231,1870,4760,Elena Flores
9232,1870,4762,Ernesto Landi
9233,1870,4758,Mario Suárez
9234,1870,4759,Laura Fuentes
9235,1871,21,Henry Clark
9236,1871,1902,Nancy Clark
9237,1871,1002,Mr. Mersault
9238,1871,1686,Greg
9239,1871,4763,Alan Clark
9240,1872,4764,The Young Man
9241,1872,4765,Cobb
9242,1872,4766,The Blonde
9243,1872,4767,The Policeman
9244,1872,4768,The Bald Guy
9245,1873,3841,Claire Montgomery
9246,1873,4103,Marcus
9247,1873,360,Adam
9248,1873,3346,Ronna Martin
9249,1873,3202,Zack
9250,1874,630,Josie Geller
9251,1874,2418,Rob Geller
9252,1874,4769,Sam Coulson
9253,1874,4770,Anita
9254,1874,4771,Gus
9255,1875,433,Ma Yau
9256,1875,1828,Barbara
9257,1875,4772,Tarzan 
9258,1875,4773,Mr. Ma - Twins Father
9259,1875,798,Mrs. Ma 
9260,1876,173,Willis Richland
9261,1876,541,Jason Brown
9262,1876,1840,Emma Duvall
9263,1876,108,Cora Duvall
9264,1876,448,Camille Dixon
9265,1877,4774,Ana
9266,1877,4775,Otto
9267,1877,4776,Álvaro
9268,1877,4777,Olga
9269,1877,4778,Otto
9270,1878,4779,Sgt. Rita Pompano
9271,1878,756,Peggy Blane
9272,1878,4780,Rollins
9273,1878,471,Sandra Dunmore
9274,1878,104,Jake Dunmore
9275,1879,380,Rayford Gibson
9276,1879,469,Claude Banks
9277,1879,4781,Willie Long
9278,1879,4782,Sgt. Dillard
9279,1879,4783,Cookie
9280,1880,220,Jon
9281,1880,4784,David Dave
9282,1880,25,Ian Wickham
9283,1880,4785,Lisa
9284,1880,4786,Carla
9285,1881,4788,Lucy
9286,1881,392,Bilal
9287,1881,546,Santoni
9288,1881,78,Julia
9289,1881,4787,Bea
9290,1882,4789,César
9291,1882,4790,Sofía
9292,1882,4791,Antonio
9293,1882,4775,Pelayo
9294,1882,4774,Nuria
9295,1883,594,Stevo
9296,1883,4792,Bob
9297,1883,385,Trish
9298,1883,4358,Sandy
9299,1883,298,Dad
9300,1884,4795,Restaurant Patron #1
9301,1884,4794,Restaurant Patron #2
9302,1884,4793,Ginger
9303,1884,368,Dylan Ramsey
9304,1884,425,Lila Dubois
9305,1885,399,Nick Falzone
9306,1885,2962,Russell Bell
9307,1885,3119,Connie Falzone
9308,1885,592,Mary Bell
9309,1885,4372,Barry Plotkin
9310,1886,1150,Jim McAllister
9311,1886,1680,Tracy Flick
9312,1886,4796,Paul Metzler
9313,1886,4797,Tammy Metzler
9314,1886,4798,Dave Novotny
9315,1887,217,Yevgeny Nourish
